CYCLE	CMDPOS0	CMDPOS1	CMDPOS2	CMDPOS3
2083	73	-10	475	38
2084	73	-10	481	38
2085	73	-10	488	39
2086	72	-10	495	39
2087	72	-10	501	39
2088	71	-10	508	39
2089	71	-10	515	39
2090	71	-10	521	39
2091	70	-10	528	40
2092	70	-10	534	40
2093	69	-10	541	40
2094	69	-10	547	40
2095	69	-10	554	40
2096	68	-10	560	41
2097	68	-10	567	41
2098	67	-10	573	41
2099	67	-9	580	41
2100	67	-9	586	41
2101	66	-9	592	41
2102	66	-9	599	42
2103	66	-9	605	42
2104	65	-9	611	42
2105	65	-9	618	42
2106	64	-9	624	42
2107	64	-9	630	42
2108	64	-9	636	43
2109	63	-8	642	43
2110	63	-8	648	43
2111	63	-8	655	43
2112	62	-8	661	43
2113	62	-8	667	44
2114	62	-8	673	44
2115	61	-8	679	44
2116	61	-7	685	44
2117	61	-7	691	44
2118	60	-7	697	44
2119	60	-7	703	45
2120	60	-7	709	45
2121	59	-7	715	45
2122	59	-6	720	45
2123	59	-6	726	45
2124	58	-6	732	45
2125	58	-6	738	45
2126	58	-6	744	46
2127	57	-6	749	46
2128	57	-5	755	46
2129	57	-5	761	46
2130	56	-5	767	46
2131	56	-5	772	46
2132	56	-5	778	47
2133	56	-5	783	47
2134	55	-4	789	47
2135	55	-4	795	47
2136	55	-4	800	47
2137	54	-4	806	47
2138	54	-4	811	48
2139	54	-3	817	48
2140	54	-3	822	48
2141	53	-3	828	48
2142	53	-3	833	48
2143	53	-3	838	48
2144	53	-2	844	48
2145	52	-2	849	49
2146	52	-2	854	49
2147	52	-2	860	49
2148	52	-1	865	49
2149	51	-1	870	49
2150	51	-1	875	49
2151	51	-1	881	49
2152	51	-1	886	50
2153	50	-0	891	50
2154	50	-0	896	50
2155	50	0	900	50
2156	51	0	900	50
2157	51	0	900	50
2158	51	0	900	51
2159	52	0	900	51
2160	52	0	900	51
2161	53	0	900	51
2162	53	0	900	52
2163	54	0	900	52
2164	54	0	900	52
2165	54	0	900	52
2166	55	0	900	52
2167	55	0	900	53
2168	56	0	900	53
2169	56	0	900	53
2170	57	0	900	53
2171	57	0	900	53
2172	57	0	900	54
2173	58	0	900	54
2174	58	0	900	54
2175	59	0	900	54
2176	59	0	900	55
2177	59	0	900	55
2178	60	0	900	55
2179	60	0	900	55
2180	61	0	900	55
2181	61	0	900	56
2182	61	0	900	56
2183	62	0	900	56
2184	62	0	900	56
2185	63	0	900	56
2186	63	0	900	56
2187	63	0	900	57
2188	64	0	900	57
2189	64	0	900	57
2190	64	0	900	57
2191	65	0	900	57
2192	65	0	900	58
2193	66	0	900	58
2194	66	0	900	58
2195	66	0	900	58
2196	67	0	900	58
2197	67	0	900	59
2198	67	0	900	59
2199	68	0	900	59
2200	68	0	900	59
2201	68	0	900	59
2202	69	0	900	59
2203	69	0	900	60
2204	70	0	900	60
2205	70	0	900	60
2206	70	0	900	60
2207	71	0	900	60
2208	71	0	900	60
2209	71	0	900	61
2210	72	0	900	61
2211	72	0	900	61
2212	72	0	900	61
2213	73	0	900	61
2214	73	0	900	61
2215	73	0	900	62
2216	74	0	900	62
2217	74	0	900	62
2218	74	0	900	62
2219	75	0	900	62
2220	75	0	900	62
2221	75	0	900	63
2222	75	0	900	63
2223	76	0	900	63
2224	76	0	900	63
2225	76	0	900	63
2226	77	0	900	63
2227	77	0	900	64
2228	77	0	900	64
2229	78	0	900	64
2230	78	0	900	64
2231	78	0	900	64
2232	79	0	900	64
2233	79	0	900	64
2234	79	0	900	65
2235	79	0	900	65
2236	80	0	900	65
2237	80	0	900	65
2238	80	0	900	65
2239	81	0	900	65
2240	81	0	900	65
2241	81	0	900	66
2242	81	0	900	66
2243	82	0	900	66
2244	82	0	900	66
2245	82	0	900	66
2246	82	0	900	66
2247	83	0	900	66
2248	83	0	900	66
2249	83	0	900	67
2250	83	0	900	67
2251	84	0	900	67
2252	84	0	900	67
2253	84	0	900	67
2254	84	0	900	67
2255	85	0	900	67
2256	85	0	900	67
2257	85	0	900	68
2258	85	0	900	68
2259	86	0	900	68
2260	86	0	900	68
2261	86	0	900	68
2262	86	0	900	68
2263	87	0	900	68
2264	87	0	900	68
2265	87	0	900	69
2266	87	0	900	69
2267	88	0	900	69
2268	88	0	900	69
2269	88	0	900	69
2270	88	0	900	69
2271	88	0	900	69
2272	89	0	900	69
2273	89	0	900	69
2274	89	0	900	70
2275	89	0	900	70
2276	89	0	900	70
2277	90	0	900	70
2278	90	0	900	70
2279	90	0	900	70
2280	90	0	900	70
2281	90	0	900	70
2282	91	0	900	70
2283	91	0	900	70
2284	91	0	900	71
2285	91	0	900	71
2286	91	0	900	71
2287	92	0	900	71
2288	92	0	900	71
2289	92	0	900	71
2290	92	0	900	71
2291	92	0	900	71
2292	92	0	900	71
2293	93	0	900	71
2294	93	0	900	71
2295	93	0	900	71
2296	93	0	900	72
2297	93	0	900	72
2298	93	0	900	72
2299	94	0	900	72
2300	94	0	900	72
2301	94	0	900	72
2302	94	0	900	72
2303	94	0	900	72
2304	94	0	900	72
2305	95	0	900	72
2306	95	0	900	72
2307	95	0	900	72
2308	95	0	900	72
2309	95	0	900	73
2310	95	0	900	73
2311	95	0	900	73
2312	96	0	900	73
2313	96	0	900	73
2314	96	0	900	73
2315	96	0	900	73
2316	96	0	900	73
2317	96	0	900	73
2318	96	0	900	73
2319	96	0	900	73
2320	97	0	900	73
2321	97	0	900	73
2322	97	0	900	73
2323	97	0	900	73
2324	97	0	900	73
2325	97	0	900	74
2326	97	0	900	74
2327	97	0	900	74
2328	97	0	900	74
2329	98	0	900	74
2330	98	0	900	74
2331	98	0	900	74
2332	98	0	900	74
2333	98	0	900	74
2334	98	0	900	74
2335	98	0	900	74
2336	98	0	900	74
2337	98	0	900	74
2338	98	0	900	74
2339	98	0	900	74
2340	98	0	900	74
2341	99	0	900	74
2342	99	0	900	74
2343	99	0	900	74
2344	99	0	900	74
2345	99	0	900	74
2346	99	0	900	74
2347	99	0	900	74
2348	99	0	900	75
2349	99	0	900	75
2350	99	0	900	75
2351	99	0	900	75
2352	99	0	900	75
2353	99	0	900	75
2354	99	0	900	75
2355	99	0	900	75
2356	99	0	900	75
2357	100	0	900	75
2358	100	0	900	75
2359	100	0	900	75
2360	100	0	900	75
2361	100	0	900	75
2362	100	0	900	75
2363	100	0	900	75
2364	100	0	900	75
2365	100	0	900	75
2366	100	0	900	75
2367	100	0	900	75
2368	100	0	900	75
2369	100	0	900	75
2370	100	0	900	75
2371	100	0	900	75
2372	100	0	900	75
2373	100	0	900	75
2374	100	0	900	75
2375	100	0	900	75
2376	100	0	900	75
2377	100	0	900	75
2378	100	0	900	75
2379	100	0	900	75
2380	100	0	900	75
2381	100	0	900	75
2382	100	0	900	75
2383	100	0	900	75
2384	100	0	900	75
2385	100	0	900	75
2386	100	0	900	75
2387	100	0	900	75
2388	100	0	900	75
2389	100	0	900	75
2390	100	0	900	75
2391	100	0	900	75
2392	100	0	900	75
2393	100	0	900	75
2394	100	0	900	75
2395	100	0	900	75
2396	100	0	900	75
2397	100	0	900	75
2398	100	0	900	75
2399	100	0	900	75
2400	100	0	900	75
2401	100	0	900	75
2402	100	0	900	75
2403	100	0	900	75
2404	100	0	899	75
2405	100	0	899	75
2406	100	0	899	75
2407	100	0	899	75
2408	100	0	899	75
2409	100	0	899	75
2410	100	0	899	75
2411	100	0	899	75
2412	100	0	899	75
2413	100	0	899	75
2414	100	0	899	75
2415	100	0	899	75
2416	100	0	899	75
2417	100	0	899	75
2418	100	0	899	75
2419	100	0	899	75
2420	100	0	899	75
2421	100	0	898	75
2422	100	0	898	75
2423	100	0	898	75
2424	100	0	898	75
2425	100	0	898	75
2426	100	0	898	75
2427	100	0	898	75
2428	100	0	898	75
2429	100	0	898	75
2430	100	0	898	75
2431	100	0	898	75
2432	100	0	898	75
2433	100	0	897	75
2434	100	0	897	75
2435	100	0	897	75
2436	100	0	897	75
2437	100	0	897	75
2438	100	0	897	75
2439	100	0	897	75
2440	100	0	897	75
2441	100	0	897	75
2442	100	0	897	75
2443	100	0	896	75
2444	100	0	896	75
2445	100	0	896	75
2446	101	0	896	75
2447	101	0	896	75
2448	101	0	896	75
2449	101	0	896	75
2450	101	0	896	75
2451	101	0	895	75
2452	101	0	895	75
2453	101	0	895	75
2454	101	0	895	75
2455	101	0	895	75
2456	101	0	895	75
2457	101	0	895	75
2458	101	0	895	75
2459	101	0	894	75
2460	101	0	894	75
2461	101	0	894	75
2462	101	0	894	75
2463	101	0	894	75
2464	101	0	894	75
2465	101	0	894	75
2466	101	0	893	75
2467	101	0	893	75
2468	101	0	893	75
2469	101	0	893	75
2470	101	0	893	75
2471	101	0	893	75
2472	101	0	892	75
2473	101	0	892	75
2474	101	0	892	75
2475	101	0	892	75
2476	101	0	892	75
2477	101	0	892	75
2478	101	0	891	75
2479	101	0	891	75
2480	101	0	891	75
2481	101	0	891	75
2482	101	0	891	75
2483	101	0	890	75
2484	101	0	890	75
2485	101	0	890	75
2486	101	0	890	75
2487	101	0	890	75
2488	101	0	890	75
2489	101	0	889	75
2490	101	0	889	75
2491	101	0	889	75
2492	101	1	889	75
2493	101	1	889	75
2494	102	1	888	75
2495	102	1	888	75
2496	102	1	888	75
2497	102	1	888	75
2498	102	1	888	75
2499	102	1	887	75
2500	102	1	887	75
2501	102	1	887	75
2502	102	1	887	75
2503	102	1	886	75
2504	102	1	886	75
2505	102	1	886	75
2506	102	1	886	75
2507	102	1	886	75
2508	102	1	885	75
2509	102	1	885	75
2510	102	1	885	75
2511	102	1	885	75
2512	102	1	884	75
2513	102	1	884	75
2514	102	1	884	75
2515	102	1	884	75
2516	102	1	883	75
2517	102	1	883	75
2518	102	1	883	75
2519	102	1	883	75
2520	102	1	882	75
2521	102	1	882	75
2522	102	1	882	75
2523	102	1	882	75
2524	102	1	881	75
2525	102	1	881	75
2526	102	1	881	75
2527	103	1	881	75
2528	103	1	880	75
2529	103	1	880	75
2530	103	1	880	75
2531	103	1	880	75
2532	103	1	879	75
2533	103	1	879	75
2534	103	1	879	75
2535	103	1	878	75
2536	103	1	878	75
2537	103	1	878	75
2538	103	1	878	75
2539	103	1	877	75
2540	103	1	877	75
2541	103	1	877	75
2542	103	1	876	75
2543	103	1	876	75
2544	103	1	876	75
2545	103	1	876	75
2546	103	1	875	75
2547	103	1	875	75
2548	103	1	875	75
2549	103	1	874	75
2550	103	1	874	75
2551	103	1	874	75
2552	103	1	873	75
2553	103	1	873	75
2554	104	1	873	75
2555	104	1	873	75
2556	104	1	872	75
2557	104	1	872	75
2558	104	1	872	75
2559	104	1	871	75
2560	104	1	871	75
2561	104	1	871	75
2562	104	1	870	75
2563	104	1	870	75
2564	104	1	870	75
2565	104	1	869	75
2566	104	1	869	75
2567	104	1	869	75
2568	104	1	868	75
2569	104	2	868	75
2570	104	2	868	75
2571	104	2	867	75
2572	104	2	867	75
2573	104	2	867	75
2574	104	2	866	75
2575	104	2	866	75
2576	104	2	866	75
2577	105	2	865	75
2578	105	2	865	75
2579	105	2	865	75
2580	105	2	864	75
2581	105	2	864	75
2582	105	2	863	75
2583	105	2	863	75
2584	105	2	863	75
2585	105	2	862	75
2586	105	2	862	75
2587	105	2	862	75
2588	105	2	861	75
2589	105	2	861	75
2590	105	2	860	75
2591	105	2	860	75
2592	105	2	860	75
2593	105	2	859	75
2594	105	2	859	75
2595	105	2	859	75
2596	105	2	858	75
2597	105	2	858	75
2598	106	2	857	75
2599	106	2	857	75
2600	106	2	857	75
2601	106	2	856	75
2602	106	2	856	75
2603	106	2	855	75
2604	106	2	855	75
2605	106	2	855	75
2606	106	2	854	75
2607	106	2	854	75
2608	106	2	853	75
2609	106	2	853	75
2610	106	2	853	75
2611	106	2	852	75
2612	106	2	852	75
2613	106	2	851	75
2614	106	2	851	75
2615	106	2	851	75
2616	106	2	850	75
2617	106	2	850	75
2618	107	3	849	75
2619	107	3	849	75
2620	107	3	848	75
2621	107	3	848	75
2622	107	3	848	75
2623	107	3	847	75
2624	107	3	847	75
2625	107	3	846	75
2626	107	3	846	75
2627	107	3	845	75
2628	107	3	845	75
2629	107	3	844	75
2630	107	3	844	75
2631	107	3	844	75
2632	107	3	843	75
2633	107	3	843	75
2634	107	3	842	75
2635	107	3	842	75
2636	108	3	841	75
2637	108	3	841	75
2638	108	3	840	75
2639	108	3	840	75
2640	108	3	839	75
2641	108	3	839	75
2642	108	3	838	75
2643	108	3	838	75
2644	108	3	838	75
2645	108	3	837	75
2646	108	3	837	75
2647	108	3	836	75
2648	108	3	836	75
2649	108	3	835	75
2650	108	3	835	75
2651	108	3	834	75
2652	108	3	834	75
2653	109	3	833	75
2654	109	3	833	75
2655	109	3	832	75
2656	109	4	832	75
2657	109	4	831	75
2658	109	4	831	75
2659	109	4	830	75
2660	109	4	830	75
2661	109	4	829	75
2662	109	4	829	75
2663	109	4	828	75
2664	109	4	828	75
2665	109	4	827	75
2666	109	4	827	75
2667	109	4	826	75
2668	109	4	826	75
2669	110	4	825	75
2670	110	4	825	75
2671	110	4	824	75
2672	110	4	824	75
2673	110	4	823	75
2674	110	4	823	75
2675	110	4	822	75
2676	110	4	821	75
2677	110	4	821	75
2678	110	4	820	75
2679	110	4	820	75
2680	110	4	819	75
2681	110	4	819	75
2682	110	4	818	75
2683	110	4	818	75
2684	111	4	817	75
2685	111	4	817	75
2686	111	4	816	75
2687	111	4	816	75
2688	111	5	815	75
2689	111	5	814	75
2690	111	5	814	75
2691	111	5	813	75
2692	111	5	813	75
2693	111	5	812	75
2694	111	5	812	75
2695	111	5	811	75
2696	111	5	811	75
2697	111	5	810	75
2698	112	5	809	75
2699	112	5	809	75
2700	112	5	808	75
2701	112	5	808	75
2702	112	5	807	75
2703	112	5	807	75
2704	112	5	806	75
2705	112	5	805	75
2706	112	5	805	75
2707	112	5	804	75
2708	112	5	804	75
2709	112	5	803	75
2710	112	5	802	75
2711	112	5	802	75
2712	112	5	801	75
2713	113	5	801	75
2714	113	5	800	75
2715	113	6	799	75
2716	113	6	799	75
2717	113	6	798	75
2718	113	6	798	75
2719	113	6	797	75
2720	113	6	796	75
2721	113	6	796	75
2722	113	6	795	75
2723	113	6	795	75
2724	113	6	794	75
2725	113	6	793	75
2726	114	6	793	75
2727	114	6	792	75
2728	114	6	791	75
2729	114	6	791	75
2730	114	6	790	75
2731	114	6	790	75
2732	114	6	789	75
2733	114	6	788	75
2734	114	6	788	75
2735	114	6	787	75
2736	114	6	786	75
2737	114	6	786	75
2738	114	6	785	75
2739	115	7	785	75
2740	115	7	784	75
2741	115	7	783	75
2742	115	7	783	75
2743	115	7	782	75
2744	115	7	781	75
2745	115	7	781	75
2746	115	7	780	75
2747	115	7	779	75
2748	115	7	779	75
2749	115	7	778	75
2750	115	7	777	75
2751	115	7	777	75
2752	116	7	776	75
2753	116	7	775	75
2754	116	7	775	75
2755	116	7	774	75
2756	116	7	773	75
2757	116	7	773	75
2758	116	7	772	75
2759	116	7	771	75
2760	116	8	771	75
2761	116	8	770	75
2762	116	8	769	75
2763	116	8	769	75
2764	116	8	768	75
2765	117	8	767	75
2766	117	8	766	75
2767	117	8	766	75
2768	117	8	765	75
2769	117	8	764	75
2770	117	8	764	75
2771	117	8	763	75
2772	117	8	762	75
2773	117	8	762	75
2774	117	8	761	75
2775	117	8	760	75
2776	117	8	760	75
2777	118	8	759	75
2778	118	8	758	75
2779	118	8	758	75
2780	118	8	757	75
2781	118	9	756	75
2782	118	9	756	75
2783	118	9	755	75
2784	118	9	754	75
2785	118	9	754	75
2786	118	9	753	75
2787	118	9	752	75
2788	118	9	752	75
2789	118	9	751	75
2790	119	9	750	75
2791	119	9	750	75
2792	119	9	749	75
2793	119	9	749	75
2794	119	9	748	75
2795	119	9	747	75
2796	119	9	747	75
2797	119	9	746	75
2798	119	9	745	75
2799	119	9	745	75
2800	119	9	744	75
2801	119	10	743	75
2802	119	10	743	75
2803	119	10	742	75
2804	120	10	742	75
2805	120	10	741	75
2806	120	10	740	75
2807	120	10	740	75
2808	120	10	739	75
2809	120	10	739	75
2810	120	10	738	75
2811	120	10	737	75
2812	120	10	737	75
2813	120	10	736	75
2814	120	10	736	75
2815	120	10	735	75
2816	120	10	734	75
2817	120	10	734	75
2818	120	10	733	75
2819	121	10	733	75
2820	121	10	732	75
2821	121	10	731	75
2822	121	11	731	75
2823	121	11	730	75
2824	121	11	730	75
2825	121	11	729	75
2826	121	11	728	75
2827	121	11	728	75
2828	121	11	727	75
2829	121	11	727	75
2830	121	11	726	75
2831	121	11	726	75
2832	121	11	725	75
2833	121	11	724	75
2834	122	11	724	75
2835	122	11	723	75
2836	122	11	723	75
2837	122	11	722	75
2838	122	11	722	75
2839	122	11	721	75
2840	122	11	720	75
2841	122	11	720	75
2842	122	11	719	75
2843	122	11	719	75
2844	122	12	718	75
2845	122	12	718	75
2846	122	12	717	75
2847	122	12	717	75
2848	122	12	716	75
2849	122	12	716	75
2850	123	12	715	75
2851	123	12	714	75
2852	123	12	714	75
2853	123	12	713	75
2854	123	12	713	75
2855	123	12	712	75
2856	123	12	712	75
2857	123	12	711	75
2858	123	12	711	75
2859	123	12	710	75
2860	123	12	710	75
2861	123	12	709	75
2862	123	12	709	75
2863	123	12	708	75
2864	123	12	708	75
2865	123	12	707	75
2866	123	13	707	75
2867	123	13	706	75
2868	124	13	706	75
2869	124	13	705	75
2870	124	13	705	75
2871	124	13	704	75
2872	124	13	704	75
2873	124	13	703	75
2874	124	13	703	75
2875	124	13	702	75
2876	124	13	702	75
2877	124	13	701	75
2878	124	13	701	75
2879	124	13	700	75
2880	124	13	700	75
2881	124	13	699	75
2882	124	13	699	75
2883	124	13	698	75
2884	124	13	698	75
2885	124	13	697	75
2886	124	13	697	75
2887	125	13	696	75
2888	125	13	696	75
2889	125	13	695	75
2890	125	14	695	75
2891	125	14	694	75
2892	125	14	694	75
2893	125	14	694	75
2894	125	14	693	75
2895	125	14	693	75
2896	125	14	692	75
2897	125	14	692	75
2898	125	14	691	75
2899	125	14	691	75
2900	125	14	690	75
2901	125	14	690	75
2902	125	14	689	75
2903	125	14	689	75
2904	125	14	689	75
2905	125	14	688	75
2906	125	14	688	75
2907	126	14	687	75
2908	126	14	687	75
2909	126	14	686	75
2910	126	14	686	75
2911	126	14	686	75
2912	126	14	685	75
2913	126	14	685	75
2914	126	14	684	75
2915	126	14	684	75
2916	126	15	683	75
2917	126	15	683	75
2918	126	15	683	75
2919	126	15	682	75
2920	126	15	682	75
2921	126	15	681	75
2922	126	15	681	75
2923	126	15	681	75
2924	126	15	680	75
2925	126	15	680	75
2926	126	15	679	75
2927	126	15	679	75
2928	126	15	679	75
2929	126	15	678	75
2930	127	15	678	75
2931	127	15	677	75
2932	127	15	677	75
2933	127	15	677	75
2934	127	15	676	75
2935	127	15	676	75
2936	127	15	675	75
2937	127	15	675	75
2938	127	15	675	75
2939	127	15	674	75
2940	127	15	674	75
2941	127	15	673	75
2942	127	15	673	75
2943	127	15	673	75
2944	127	16	672	75
