CYCLE	CMDPOS0	CMDPOS1	CMDPOS2	CMDPOS3
1428	80	41	0	30
1429	81	41	0	30
1430	81	42	0	30
1431	82	42	0	30
1432	82	43	0	31
1433	82	43	0	31
1434	83	44	0	31
1435	83	45	0	31
1436	84	45	0	32
1437	84	46	0	32
1438	84	46	0	32
1439	85	47	0	32
1440	85	47	0	32
1441	85	48	0	33
1442	86	49	0	33
1443	86	49	0	33
1444	86	50	0	33
1445	87	50	0	33
1446	87	51	0	34
1447	87	51	0	34
1448	88	52	0	34
1449	88	52	0	34
1450	88	53	0	34
1451	89	54	0	35
1452	89	54	0	35
1453	89	55	0	35
1454	89	55	0	35
1455	90	56	0	35
1456	90	56	0	36
1457	90	57	0	36
1458	90	57	0	36
1459	91	58	0	36
1460	91	58	0	36
1461	91	59	0	37
1462	91	60	0	37
1463	92	60	0	37
1464	92	61	0	37
1465	92	61	0	37
1466	92	62	0	37
1467	93	62	0	38
1468	93	63	0	38
1469	93	63	0	38
1470	93	64	0	38
1471	93	64	0	38
1472	94	65	0	39
1473	94	65	0	39
1474	94	66	0	39
1475	94	66	0	39
1476	94	67	0	39
1477	94	67	0	39
1478	95	68	0	40
1479	95	68	0	40
1480	95	69	0	40
1481	95	69	0	40
1482	95	70	0	40
1483	95	70	0	40
1484	96	71	0	40
1485	96	71	0	41
1486	96	71	0	41
1487	96	72	0	41
1488	96	72	0	41
1489	96	73	0	41
1490	96	73	0	41
1491	96	74	0	42
1492	97	74	0	42
1493	97	75	0	42
1494	97	75	0	42
1495	97	75	0	42
1496	97	76	0	42
1497	97	76	0	42
1498	97	77	0	43
1499	97	77	0	43
1500	97	78	0	43
1501	98	78	0	43
1502	98	78	0	43
1503	98	79	0	43
1504	98	79	0	43
1505	98	80	0	43
1506	98	80	0	44
1507	98	80	0	44
1508	98	81	0	44
1509	98	81	0	44
1510	98	82	0	44
1511	98	82	0	44
1512	98	82	0	44
1513	98	83	0	44
1514	99	83	0	45
1515	99	83	0	45
1516	99	84	0	45
1517	99	84	0	45
1518	99	84	0	45
1519	99	85	0	45
1520	99	85	0	45
1521	99	85	0	45
1522	99	86	0	45
1523	99	86	0	46
1524	99	86	0	46
1525	99	87	0	46
1526	99	87	0	46
1527	99	87	0	46
1528	99	88	0	46
1529	99	88	0	46
1530	99	88	0	46
1531	99	89	0	46
1532	99	89	0	46
1533	99	89	0	47
1534	99	90	0	47
1535	99	90	0	47
1536	100	90	0	47
1537	100	90	0	47
1538	100	91	0	47
1539	100	91	0	47
1540	100	91	0	47
1541	100	91	0	47
1542	100	92	0	47
1543	100	92	0	47
1544	100	92	0	48
1545	100	92	0	48
1546	100	93	0	48
1547	100	93	0	48
1548	100	93	0	48
1549	100	93	0	48
1550	100	94	0	48
1551	100	94	0	48
1552	100	94	0	48
1553	100	94	0	48
1554	100	95	0	48
1555	100	95	0	48
1556	100	95	0	48
1557	100	95	0	48
1558	100	95	0	49
1559	100	96	0	49
1560	100	96	0	49
1561	100	96	0	49
1562	100	96	0	49
1563	100	96	0	49
1564	100	96	0	49
1565	100	97	0	49
1566	100	97	0	49
1567	100	97	0	49
1568	100	97	0	49
1569	100	97	0	49
1570	100	97	0	49
1571	100	98	0	49
1572	100	98	0	49
1573	100	98	0	49
1574	100	98	0	49
1575	100	98	0	49
1576	100	98	0	49
1577	100	98	0	49
1578	100	98	0	49
1579	100	99	0	50
1580	100	99	0	50
1581	100	99	0	50
1582	100	99	0	50
1583	100	99	0	50
1584	100	99	0	50
1585	100	99	0	50
1586	100	99	0	50
1587	100	99	0	50
1588	100	99	0	50
1589	100	99	0	50
1590	100	99	0	50
1591	100	100	0	50
1592	100	100	0	50
1593	100	100	0	50
1594	100	100	0	50
1595	100	100	0	50
1596	100	100	0	50
1597	100	100	0	50
1598	100	100	0	50
1599	100	100	0	50
1600	100	100	0	50
1601	100	100	0	50
1602	100	100	0	50
1603	100	100	0	50
1604	100	100	0	50
1605	100	100	0	50
1606	100	100	0	50
1607	100	100	0	50
1608	100	100	0	50
1609	100	100	0	50
1610	100	100	0	50
1611	100	100	0	50
1612	100	100	0	50
1613	100	100	0	50
1614	100	100	0	50
1615	100	100	0	50
1616	100	100	0	50
1617	100	100	0	50
1618	100	100	0	50
1619	100	100	0	50
1620	100	100	0	50
1621	100	100	0	50
1622	100	100	0	50
1623	99	100	0	50
1624	99	100	0	50
1625	99	100	0	50
1626	99	100	0	50
1627	99	100	0	50
1628	99	100	0	50
1629	99	100	0	50
1630	99	100	0	50
1631	99	100	0	50
1632	99	100	0	50
1633	99	100	0	50
1634	98	100	0	50
1635	98	100	0	51
1636	98	100	0	51
1637	98	100	0	51
1638	98	100	0	51
1639	98	100	0	51
1640	98	100	0	51
1641	98	100	0	51
1642	97	100	0	51
1643	97	100	0	51
1644	97	100	0	51
1645	97	100	0	51
1646	97	100	0	51
1647	97	100	0	51
1648	97	100	0	51
1649	96	100	0	51
1650	96	100	0	51
1651	96	100	0	51
1652	96	100	0	51
1653	96	100	0	51
1654	95	100	0	51
1655	95	100	0	52
1656	95	100	0	52
1657	95	100	0	52
1658	95	100	0	52
1659	94	100	0	52
1660	94	100	0	52
1661	94	100	0	52
1662	94	100	0	52
1663	94	100	0	52
1664	93	100	0	52
1665	93	100	0	52
1666	93	100	0	52
1667	93	100	0	52
1668	92	100	0	52
1669	92	100	0	53
1670	92	100	0	53
1671	92	100	0	53
1672	91	100	0	53
1673	91	100	0	53
1674	91	100	0	53
1675	91	100	0	53
1676	90	100	0	53
1677	90	100	0	53
1678	90	99	0	53
1679	89	99	0	53
1680	89	99	0	53
1681	89	99	0	54
1682	89	99	0	54
1683	88	99	0	54
1684	88	99	0	54
1685	88	99	0	54
1686	87	99	0	54
1687	87	99	0	54
1688	87	99	0	54
1689	86	99	0	54
1690	86	99	0	54
1691	86	99	0	55
1692	85	99	0	55
1693	85	99	0	55
1694	85	99	0	55
1695	84	99	0	55
1696	84	99	0	55
1697	84	99	0	55
1698	83	99	0	55
1699	83	99	0	55
1700	83	98	0	56
1701	82	98	0	56
1702	82	98	0	56
1703	81	98	0	56
1704	81	98	0	56
1705	81	98	0	56
1706	80	98	0	56
1707	80	98	0	56
1708	79	98	0	57
1709	79	98	0	57
1710	79	98	0	57
1711	78	98	0	57
1712	78	98	0	57
1713	77	97	0	57
1714	77	97	0	57
1715	77	97	0	58
1716	76	97	0	58
1717	76	97	0	58
1718	75	97	0	58
1719	75	97	0	58
1720	74	97	0	58
1721	74	97	0	58
1722	74	96	0	59
1723	73	96	0	59
1724	73	96	0	59
1725	72	96	0	59
1726	72	96	0	59
1727	71	96	0	59
1728	71	96	0	59
1729	70	96	0	60
1730	70	95	0	60
1731	69	95	0	60
1732	69	95	0	60
1733	68	95	0	60
1734	68	95	0	60
1735	67	95	0	61
1736	67	94	0	61
1737	67	94	0	61
1738	66	94	0	61
1739	66	94	0	61
1740	65	94	0	61
1741	65	93	0	62
1742	64	93	0	62
1743	64	93	0	62
1744	63	93	0	62
1745	62	93	0	62
1746	62	92	0	62
1747	61	92	0	63
1748	61	92	0	63
1749	60	92	0	63
1750	60	92	0	63
1751	59	91	0	63
1752	59	91	0	64
1753	58	91	0	64
1754	58	91	0	64
1755	57	90	0	64
1756	57	90	0	64
1757	56	90	0	64
1758	56	90	0	65
1759	55	89	0	65
1760	55	89	0	65
1761	54	89	0	65
1762	53	88	0	65
1763	53	88	0	66
1764	52	88	0	66
1765	52	88	0	66
1766	51	87	0	66
1767	51	87	0	66
1768	50	87	0	67
1769	50	86	0	67
1770	49	86	0	67
1771	48	86	0	67
1772	48	85	0	67
1773	47	85	0	68
1774	47	85	0	68
1775	46	84	0	68
1776	46	84	0	68
1777	45	84	0	69
1778	44	83	0	69
1779	44	83	0	69
1780	43	82	0	69
1781	43	82	0	69
1782	42	82	0	70
1783	42	81	0	70
1784	41	81	0	70
1785	40	80	0	70
1786	40	80	0	71
1787	39	79	0	71
1788	39	79	0	71
1789	38	79	0	71
1790	38	78	0	71
1791	37	78	0	72
1792	36	77	0	72
1793	36	77	0	72
1794	35	76	0	72
1795	35	76	0	73
1796	34	75	0	73
1797	34	75	0	73
1798	33	74	0	73
1799	32	74	0	74
1800	32	73	0	74
1801	31	73	0	74
1802	31	72	0	74
1803	30	72	0	75
1804	30	71	0	75
1805	29	70	0	75
1806	28	70	0	75
1807	28	69	0	76
1808	27	69	0	76
1809	27	68	0	76
1810	26	68	0	76
1811	26	67	0	77
1812	25	66	0	77
1813	25	66	0	77
1814	24	65	0	77
1815	24	65	0	78
1816	23	64	0	78
1817	23	64	0	78
1818	22	63	0	78
1819	22	62	0	79
1820	21	62	0	79
1821	21	61	0	79
1822	21	61	0	79
1823	20	60	0	79
1824	20	60	0	80
1825	19	59	0	80
1826	19	58	0	80
1827	18	58	0	80
1828	18	57	0	81
1829	18	57	0	81
1830	17	56	0	81
1831	17	56	0	81
1832	16	55	0	81
1833	16	54	0	82
1834	16	54	0	82
1835	15	53	0	82
1836	15	53	0	82
1837	15	52	0	83
1838	14	52	0	83
1839	14	51	0	83
1840	14	50	0	83
1841	13	50	0	83
1842	13	49	0	84
1843	13	49	0	84
1844	12	48	0	84
1845	12	48	0	84
1846	12	47	0	84
1847	12	47	0	85
1848	11	46	0	85
1849	11	45	0	85
1850	11	45	0	85
1851	10	44	0	85
1852	10	44	0	86
1853	10	43	0	86
1854	10	43	0	86
1855	9	42	0	86
1856	9	42	0	86
1857	9	41	0	86
1858	9	41	0	87
1859	8	40	0	87
1860	8	40	0	87
1861	8	39	0	87
1862	8	39	0	87
1863	8	38	0	88
1864	7	38	0	88
1865	7	37	0	88
1866	7	36	0	88
1867	7	36	0	88
1868	7	35	0	88
1869	6	35	0	89
1870	6	34	0	89
1871	6	34	0	89
1872	6	33	0	89
1873	6	33	0	89
1874	5	33	0	89
1875	5	32	0	90
1876	5	32	0	90
1877	5	31	0	90
1878	5	31	0	90
1879	5	30	0	90
1880	4	30	0	90
1881	4	29	0	91
1882	4	29	0	91
1883	4	28	0	91
1884	4	28	0	91
1885	4	27	0	91
1886	4	27	0	91
1887	4	26	0	91
1888	3	26	0	92
1889	3	26	0	92
1890	3	25	0	92
1891	3	25	0	92
1892	3	24	0	92
1893	3	24	0	92
1894	3	23	0	92
1895	3	23	0	93
1896	3	23	0	93
1897	2	22	0	93
1898	2	22	0	93
1899	2	21	0	93
1900	2	21	0	93
1901	2	21	0	93
1902	2	20	0	94
1903	2	20	0	94
1904	2	19	0	94
1905	2	19	0	94
1906	2	19	0	94
1907	2	18	0	94
1908	2	18	0	94
1909	2	17	0	94
1910	1	17	0	95
1911	1	17	0	95
1912	1	16	0	95
1913	1	16	0	95
1914	1	16	0	95
1915	1	15	0	95
1916	1	15	0	95
1917	1	15	0	95
1918	1	14	0	95
1919	1	14	0	96
1920	1	14	0	96
1921	1	13	0	96
1922	1	13	0	96
1923	1	13	0	96
1924	1	12	0	96
1925	1	12	0	96
1926	1	12	0	96
1927	1	11	0	96
1928	1	11	0	96
1929	1	11	0	97
1930	1	11	0	97
1931	1	10	0	97
1932	0	10	0	97
1933	0	10	0	97
1934	0	9	0	97
1935	0	9	0	97
1936	0	9	0	97
1937	0	9	0	97
1938	0	8	0	97
1939	0	8	0	97
1940	0	8	0	98
1941	0	8	0	98
1942	0	7	0	98
1943	0	7	0	98
1944	0	7	0	98
1945	0	7	0	98
1946	0	6	0	98
1947	0	6	0	98
1948	0	6	0	98
1949	0	6	0	98
1950	0	6	0	98
1951	0	5	0	98
1952	0	5	0	98
1953	0	5	0	98
1954	0	5	0	98
1955	0	5	0	99
1956	0	4	0	99
1957	0	4	0	99
1958	0	4	0	99
1959	0	4	0	99
1960	0	4	0	99
1961	0	3	0	99
1962	0	3	0	99
1963	0	3	0	99
1964	0	3	0	99
1965	0	3	0	99
1966	0	3	0	99
1967	0	3	0	99
1968	0	2	0	99
1969	0	2	0	99
1970	0	2	0	99
1971	0	2	0	99
1972	0	2	0	99
1973	0	2	0	99
1974	0	2	0	99
1975	0	2	0	100
1976	0	1	0	100
1977	0	1	0	100
1978	0	1	0	100
1979	0	1	0	100
1980	0	1	0	100
1981	0	1	0	100
1982	0	1	0	100
1983	0	1	0	100
1984	0	1	0	100
1985	0	1	0	100
1986	0	1	0	100
1987	0	0	0	100
1988	0	0	0	100
1989	0	0	0	100
1990	0	0	0	100
1991	0	0	0	100
1992	0	0	0	100
1993	0	0	0	100
1994	0	0	0	100
1995	0	0	0	100
1996	0	0	0	100
1997	0	0	0	100
1998	0	0	0	100
1999	0	0	0	100
2000	0	0	0	100
2001	0	0	0	100
2002	0	0	0	100
2003	0	0	0	100
2004	0	0	0	100
2005	0	0	0	100
2006	0	0	0	100
2007	0	0	0	100
2008	0	0	0	100
2009	0	0	0	100
2010	0	0	0	100
2011	0	0	0	100
2012	0	0	0	100
2013	0	0	0	100
2014	0	0	0	100
2015	0	0	0	100
2016	0	0	0	100
2017	0	0	0	100
2018	0	0	0	100
2019	0	0	0	100
2020	0	0	0	100
2021	0	0	0	100
2022	0	0	0	100
2023	0	0	0	100
2024	0	0	0	100
2025	0	0	0	100
2026	0	0	0	100
2027	0	0	0	100
2028	0	0	0	100
2029	0	0	0	100
2030	0	0	0	100
2031	0	0	0	100
2032	0	0	0	100
2033	0	0	0	100
2034	0	0	0	100
2035	0	0	0	100
2036	0	0	0	100
2037	0	0	0	100
2038	0	0	0	100
2039	0	0	0	100
2040	0	0	0	100
2041	0	0	0	100
2042	0	0	0	100
2043	0	0	0	100
2044	0	0	0	100
2045	0	0	0	100
2046	0	0	0	100
2047	0	0	0	100
2048	0	0	0	100
2049	0	0	0	100
2050	0	0	0	100
2051	0	0	0	100
2052	0	0	0	100
2053	0	0	0	100
2054	0	0	0	100
2055	0	0	0	100
2056	0	0	0	100
