CYCLE	CMDPOS0	CMDPOS1	CMDPOS2	CMDPOS3
2159	40	80	0	70
2160	40	80	0	71
2161	39	79	0	71
2162	39	79	0	71
2163	38	79	0	71
2164	38	78	0	71
2165	37	78	0	72
2166	36	77	0	72
2167	36	77	0	72
2168	35	76	0	72
2169	35	76	0	73
2170	34	75	0	73
2171	34	75	0	73
2172	33	74	0	73
2173	32	74	0	74
2174	32	73	0	74
2175	31	73	0	74
2176	31	72	0	74
2177	30	72	0	75
2178	30	71	0	75
2179	29	70	0	75
2180	28	70	0	75
2181	28	69	0	76
2182	27	69	0	76
2183	27	68	0	76
2184	26	68	0	76
2185	26	67	0	77
2186	25	66	0	77
2187	25	66	0	77
2188	24	65	0	77
2189	24	65	0	78
2190	23	64	0	78
2191	23	64	0	78
2192	22	63	0	78
2193	22	62	0	79
2194	21	62	0	79
2195	21	61	0	79
2196	21	61	0	79
2197	20	60	0	79
2198	20	60	0	80
2199	19	59	0	80
2200	19	58	0	80
2201	18	58	0	80
2202	18	57	0	81
2203	18	57	0	81
2204	17	56	0	81
2205	17	56	0	81
2206	16	55	0	81
2207	16	54	0	82
2208	16	54	0	82
2209	15	53	0	82
2210	15	53	0	82
2211	15	52	0	83
2212	14	52	0	83
2213	14	51	0	83
2214	14	50	0	83
2215	13	50	0	83
2216	13	49	0	84
2217	13	49	0	84
2218	12	48	0	84
2219	12	48	0	84
2220	12	47	0	84
2221	12	47	0	85
2222	11	46	0	85
2223	11	45	0	85
2224	11	45	0	85
2225	10	44	0	85
2226	10	44	0	86
2227	10	43	0	86
2228	10	43	0	86
2229	9	42	0	86
2230	9	42	0	86
2231	9	41	0	86
2232	9	41	0	87
2233	8	40	0	87
2234	8	40	0	87
2235	8	39	0	87
2236	8	39	0	87
2237	8	38	0	88
2238	7	38	0	88
2239	7	37	0	88
2240	7	36	0	88
2241	7	36	0	88
2242	7	35	0	88
2243	6	35	0	89
2244	6	34	0	89
2245	6	34	0	89
2246	6	33	0	89
2247	6	33	0	89
2248	5	33	0	89
2249	5	32	0	90
2250	5	32	0	90
2251	5	31	0	90
2252	5	31	0	90
2253	5	30	0	90
2254	4	30	0	90
2255	4	29	0	91
2256	4	29	0	91
2257	4	28	0	91
2258	4	28	0	91
2259	4	27	0	91
2260	4	27	0	91
2261	4	26	0	91
2262	3	26	0	92
2263	3	26	0	92
2264	3	25	0	92
2265	3	25	0	92
2266	3	24	0	92
2267	3	24	0	92
2268	3	23	0	92
2269	3	23	0	93
2270	3	23	0	93
2271	2	22	0	93
2272	2	22	0	93
2273	2	21	0	93
2274	2	21	0	93
2275	2	21	0	93
2276	2	20	0	94
2277	2	20	0	94
2278	2	19	0	94
2279	2	19	0	94
2280	2	19	0	94
2281	2	18	0	94
2282	2	18	0	94
2283	2	17	0	94
2284	1	17	0	95
2285	1	17	0	95
2286	1	16	0	95
2287	1	16	0	95
2288	1	16	0	95
2289	1	15	0	95
2290	1	15	0	95
2291	1	15	0	95
2292	1	14	0	95
2293	1	14	0	96
2294	1	14	0	96
2295	1	13	0	96
2296	1	13	0	96
2297	1	13	0	96
2298	1	12	0	96
2299	1	12	0	96
2300	1	12	0	96
2301	1	11	0	96
2302	1	11	0	96
2303	1	11	0	97
2304	1	11	0	97
2305	1	10	0	97
2306	0	10	0	97
2307	0	10	0	97
2308	0	9	0	97
2309	0	9	0	97
2310	0	9	0	97
2311	0	9	0	97
2312	0	8	0	97
2313	0	8	0	97
2314	0	8	0	98
2315	0	8	0	98
2316	0	7	0	98
2317	0	7	0	98
2318	0	7	0	98
2319	0	7	0	98
2320	0	6	0	98
2321	0	6	0	98
2322	0	6	0	98
2323	0	6	0	98
2324	0	6	0	98
2325	0	5	0	98
2326	0	5	0	98
2327	0	5	0	98
2328	0	5	0	98
2329	0	5	0	99
2330	0	4	0	99
2331	0	4	0	99
2332	0	4	0	99
2333	0	4	0	99
2334	0	4	0	99
2335	0	3	0	99
2336	0	3	0	99
2337	0	3	0	99
2338	0	3	0	99
2339	0	3	0	99
2340	0	3	0	99
2341	0	3	0	99
2342	0	2	0	99
2343	0	2	0	99
2344	0	2	0	99
2345	0	2	0	99
2346	0	2	0	99
2347	0	2	0	99
2348	0	2	0	99
2349	0	2	0	100
2350	0	1	0	100
2351	0	1	0	100
2352	0	1	0	100
2353	0	1	0	100
2354	0	1	0	100
2355	0	1	0	100
2356	0	1	0	100
2357	0	1	0	100
2358	0	1	0	100
2359	0	1	0	100
2360	0	1	0	100
2361	0	0	0	100
2362	0	0	0	100
2363	0	0	0	100
2364	0	0	0	100
2365	0	0	0	100
2366	0	0	0	100
2367	0	0	0	100
2368	0	0	0	100
2369	0	0	0	100
2370	0	0	0	100
2371	0	0	0	100
2372	0	0	0	100
2373	0	0	0	100
2374	0	0	0	100
2375	0	0	0	100
2376	0	0	0	100
2377	0	0	0	100
2378	0	0	0	100
2379	0	0	0	100
2380	0	0	0	100
2381	0	0	0	100
2382	0	0	0	100
2383	0	0	0	100
2384	0	0	0	100
2385	0	0	0	100
2386	0	0	0	100
2387	0	0	0	100
2388	0	0	0	100
2389	0	0	0	100
2390	0	0	0	100
2391	0	0	0	100
2392	0	0	0	100
2393	0	0	0	100
2394	0	0	0	100
2395	0	0	0	100
2396	0	0	0	100
2397	0	0	0	100
2398	0	0	0	100
2399	0	0	0	100
2400	0	0	0	100
2401	0	0	0	100
2402	0	0	0	100
2403	0	0	0	100
2404	0	0	0	100
2405	0	0	0	100
2406	0	0	0	100
2407	0	0	0	100
2408	0	0	0	100
2409	0	0	0	100
2410	0	0	0	100
2411	0	0	0	100
2412	0	0	0	100
2413	0	0	0	100
2414	0	0	0	100
2415	0	0	0	100
2416	0	0	0	100
2417	0	0	0	100
2418	0	0	0	100
2419	0	0	0	100
2420	0	0	0	100
2421	0	0	0	100
2422	0	0	0	100
2423	0	0	0	100
2424	0	0	0	100
2425	0	0	0	100
2426	0	0	0	100
2427	0	0	0	100
2428	0	0	0	100
2429	0	0	0	100
2430	0	0	0	100
2431	0	0	0	100
2432	0	0	0	100
2433	0	0	0	100
2434	0	0	0	100
2435	0	0	0	100
2436	0	0	0	100
2437	0	0	0	100
2438	0	0	0	100
2439	0	0	0	100
2440	0	0	0	100
2441	0	0	0	100
2442	0	0	0	100
2443	0	0	0	100
2444	0	0	0	100
2445	0	0	0	100
2446	0	0	0	100
2447	0	0	0	100
2448	0	0	0	100
2449	0	0	0	100
2450	0	0	0	100
2451	0	0	0	100
2452	0	0	0	100
2453	0	0	0	100
2454	0	0	0	100
2455	0	0	0	100
